Iota Eri
f Tau
HD 102350
Alpha CrA
Epsilon Hyi
Epsilon TrA
Gamma Cha
Zeta Gru
Omicron Vir
Upsilon 01 Hya
Theta Per
Gamma CMa
Mu Ori
Zeta Tel
Iota Sgr
Kappa Peg
1 Lac
Iota Psc
Psi Cap
e Ori
e Vel
Kappa And
Theta CrB
Mu Per
Epsilon CrB
Delta Mon
Eta Cru
Beta Oct
Theta Lib
Nu Gem
1 Gem
Theta Aqr
Kappa Cas
H Sco
Delta Hya
b Oph
Epsilon PsA
g Eri
Lambda Boo
23 Tau
Rho Gem
110 Her
Epsilon Cep
ksi Peg
Kappa Vir
g Cen
32 Ori
j Pup
Sigma Her
Beta LMi
HD  21291
Delta PsA
Psi 01 Aqr
Beta Sct
Lambda Pav
Gamma Pav
Theta Cep
52 Cyg
Phi Dra
Kappa 01 Tau
Phi Aqr
N Sco
Pi 02 Cyg
Tau 06 Eri
Theta Lup
Chi Cyg
Psi Per
i Cen
Zeta Tuc
Sigma Cyg
Epsilon UMi
16 Per
Alpha 01 Cap
Beta Aps
J Pup
Alpha Cnc
88 Tau
Kappa Eri
31 Lyn
5 UMi
Alpha Ant
2 UMi
58 Per
Gamma Dor
Pi Cet
Phi And
Beta Cha
Pi Aur
Omicron Ser
Beta CVn
Omicron Psc
Phi Her
Beta Com
Tau Vir
Lambda Eri
n Cen
Mu Lup
ksi02 Cen
e Eri
Tau 05 Eri
Iota Aqr
c Tau
Mu Cet
10 Tau
Phi Oph
Theta Psc
x Vel
Theta Gru
Beta Hya
Epsilon Psc
Iota Cap
Upsilon Tau
ksi02 Cet
Tau Tau
Sigma Gem
Alpha Cam
Q Sco
Mu Tau
Beta PsA
Iota And
HD  81817
Delta 03 Tau
Pi Peg
Nu Cep
Lambda Lep
ksi Cep
Beta 02 Sgr
Lambda Per
d Oph
Delta 02 Lyr
33 Cyg
q Tau
Eta Hya
Upsilon Leo
Lambda Leo
Alpha Scl
Eta Crv
l Aql
D Hya
Omicron Lup
54 Eri
Gamma CMi
Omega 02 Sco
Zeta UMi
j Cen
Delta Oct
Alpha Psc A
Kappa Lyr
Theta 01 Cru
Omega Lup
v Cen
d Car
Theta Cas
Nu Ser
ksi01 CMa
e Cen
f Lup
Iota PsA
Sigma Oph
Upsilon 02 Cen
Zeta Mon
g Car
9 Peg
M Vel
Theta Cha
Kappa Aur
Epsilon Vol
Tau 02 Lup
Delta Ari
Delta Dor
Pi Pav
15 Lyn
Delta UMi
Theta Lyr
102 Her
Gamma Col
Rho Hya
Iota Aql
Sigma Per
ksi Pav
Eta Phe
37 Tau
5 Lac
Gamma Com
Pi 02 Ori
Kappa Lep
Pi And
Chi Cen
111 Her
Kappa Col
Beta Sge
31 Leo
Theta 01 Sgr
Alpha Sge
Iota CMa
Epsilon And
Beta Scl
ksi01 Cet
119 Tau
Theta Vir
Iota Oph
ksi Oph
Kappa Cep
Eta Lyr
b02 Aqr
Omega Eri
Theta Ind
G CMi
N Car
i Vel
Psi 02 Aqr
V V415 Car
Delta Ind
16 Pup
110 Vir
Upsilon Peg
Tau CMa
E Hya
Lambda Her
Chi 01 Ori
30 Psc
Psi Phe
ksi UMa A
Tau Gem
Pi Cep
Nu Her
Phi 01 Ori
Gamma Scl
V V Pup
Zeta 02 Aqr
Pi Eri
Eta And
Chi Oph
b Leo
Sigma Lup
k Aqr
Nu Ori
a Cen
Lambda Ser
Omicron 02 Eri
Delta Psc
Zeta Boo A
Delta Del
39 Cyg
Upsilon Cyg
Nu 03 CMa
Beta Lac
h02 Pup
Alpha Vul
7 Cet
Epsilon Ret
Kappa Pav
Nu Psc
Sigma Hya
Alpha Cae
Omega Oph
Iota Lep
Tau Dra
q Pup
h01 Pup
HD  60532
r Car
Mu Aql
68 Oph
w Vel
Lambda Gru
Kappa Leo
Beta For
Gamma PsA
11 Lac
Sigma Boo
Rho Ori
B Cen
V BE Cam
Epsilon Nor
7 Cam
18 Mon
Phi Leo
Pi 06 Ori
c01 Aqr
HD  20644
Tau 01 Eri
Lambda CMa
f UMa
2 Lyn
Theta Cyg
21 LMi
Beta Crt
ksi Ori
Delta Tuc
G Car
f Car
I Pup
b Pup
HD 211073
16 Lib
Omega 02 Aqr
Delta Equ
71 Tau
30 Gem
Alpha Sex
24 Cap
Psi Oph
Tau Boo
54 Leo A
Mu PsA
k01 Pup
J Vel
Epsilon Tuc
Omicron Pup
Lambda Psc
13 Mon
26 UMa
39 Ari
Upsilon 01 Eri
Upsilon Cep
Tau Psc
6 Lac
Epsilon Ant
Gamma Ret
Nu Aqr
Rho Dra
Eta Ind
b Cap
Gamma Pic
Gamma Cir
Tau Aur
Iota Ser
7 And
m Car
23 Vul
b Sgr
55 Peg
Iota Cas
Rho Her A
Sigma And
Lambda Vir
93 Leo
Beta Psc
m Cen
Lambda Cyg
HD  40657
Epsilon Tel
f Pup
17 Per
Nu And
48 Cas
Omicron Cas
Phi 02 Lup
47 Oph
16 Aur
V X Sgr
d Lup
Iota Lib
6 CMi
Rho Cas
ksi02 CMa
Psi Boo
HD  21389
Gamma Cae
Omicron Sco
70 Peg
ksi Boo
f02 Cyg
2 Cet
10 LMi
HD  49878
HD  77912
11 Cep
3 Cen
Tau 01 Lup
d UMa
Delta Ret
w Car
Omega Her
Delta Scl
4 Lac
Omega Ori
2 Peg
HD 165634
V GZ Vel
Tau 02 Hya
2 Lac
m Vel
Kappa Pyx
13 Vul
136 Tau
y Eri
c Sgr
2 Sco
31 Vul
Phi UMa
c02 Sco
h Eri
Pi Dra
Mu Phe
1 Pup
Sigma Ara
Delta CrA
Psi 02 Ori
113 Her
y Car
HD 114529
k Lup
Tau Peg
Pi 02 UMa
Iota Ant
V RR UMi
h02 Sgr
Tau 01 Hya
Omicron Boo
Upsilon 02 Hya
b Per
Upsilon Sgr
z Car
Theta And
33 Psc
47 Cyg
HD  65810
Upsilon Ori
Zeta Ser
Mu Oph
F Hya
A Cen
Chi Her
k Vel
37 Lib
ksi Psc
Lambda Cru
Iota 01 Nor
Omega Per
Gamma Cam
Chi Leo
9 Lac
Delta CrB
Upsilon Oph
72 Leo
Epsilon Ari B
Upsilon 02 Cas
Chi 02 Ori
HD  64740
HD  56618
l Cen
21 Lyn
15 Vul
Nu Pav
71 Oph
66 Oph
Iota Tau
b Sco
g Lup
p Pup
Theta CrA
Pi 01 Ori
20 Oph
Tau 08 Eri
i Dra
3 And
e Her
HD  59890
Phi Psc
HD 167818
HD 110956
36 Dor
M Cen
Eta Nor
Rho Tau
e Gem
Psi Peg
w Cen
Chi Vir
Tau 09 Eri
Gamma Cnc
Omicron Dra
V V399 Car
35 Ari
Pi Vir
Chi Psc
t02 Car
Nu Aql
83 UMa
Pi Aqr
27 CMa
15 Mon
Theta Lep
Tau UMa
34 Per
Chi Cet
93 Her
Psi 01 Lup
Gamma Mic
Pi 01 Cyg
Pi CMa
Epsilon Cap
11 Ori
Zeta Sct
Sigma Dra
Zeta Del
28 Mon
2 Sex
Omicron Aqr
Lambda Pyx
g Aqr
l Vir
Pi Tau
Phi Cyg
89 Aqr
ksi Aqr
Sigma 02 Tau
H Vel
G Hya
Nu For
Eta 02 Hyi
Gamma 01 Sgr
Iota Cru
Gamma Equ
Epsilon Ind
Omicron Hya
Gamma Sct
24 CVn
m Pup
Pi Per
Theta Crt
Pi Leo
Lambda Cet
Omega Sgr
Epsilon Mic
f Per
E Car
ksi Aql
f Cen
31 Ori
b03 Aqr
HD 121474
Lambda Aur
65 And
37 LMi
HD 217382
Iota Phe
Q Pup
Chi Cas
HD  34968
Omega UMa
19 Pup
Delta Sct
Zeta Dor
Theta 02 Cru
Delta Nor
Theta Pyx
Kappa Ret
Mu Mus
Pi Lup A
Mu 01 Cyg
v Eri
h Cen
20 CVn
Lambda Cas
Zeta 01 Sco
Zeta Crt
Kappa Cap
41 Oph
9 Cep
Mu Aqr
p02 Leo
61 Vir
Kappa Lib
11 Com
HD 222095
30 LMi
f01 Cyg
Psi Cas
K Car
Omicron Ori
V AW CVn
8 Cyg
Upsilon Aur
HD 216446
HD  91312
HD  68601
Omicron Cep
Iota Boo
Gamma 02 Ari
Nu Hyi
Sigma Cet
s Eri
HD 123569
Zeta CrA
Psi 02 Lup
Tau 02 Eri
4 Sgr
Phi 01 Pav
56 Peg
i Boo
Upsilon Psc
HD  56456
B Car
Chi Aur
Phi 01 Cet
Tau CrB
Upsilon Her
69 Vir
Rho Ser
Nu Cap
k Per
Rho UMa
HD 189831
17 Mon
d Dra
Lambda 01 Phe
1 Vul
e Leo
I Hya
n Vel
20 Cet
HD 125442
Lambda Ara
k Hya
ksi Sco A
Rho Cap
55 UMa
d Sco
HD 192685
36 Com
57 Cyg
2 Aur
56 Ori
r Pup
Zeta Aps
HD  28527
Theta Oct
Theta Ant
Psi Vir
Mu 01 Gru
64 Eri
Lambda Ari
Chi Pup
40 Leo
35 Peg
26 Hya
i Sco
Psi 02 Aur
24 Cep
145 CMa
HD 172555
32 Eri A
Omicron Peg
41 Com
Sigma Vir
5 CVn
Zeta Eri
Delta 02 Tau
V R Cas
Eta Mus
Sigma 02 UMa
Chi Peg
27 Hya
Omega Dra
HD  23089
d Ori
HD  42818
ksi Cas
Delta Pic
Phi Vir
Iota 02 Sco
23 Com
Psi Eri
Eta Scl
HD  82741
34 Boo
21 Sgr
32 Peg
P Cyg
k Car
12 Com
Omega Boo
Nu Tuc
c Oph
A Boo
30 Oph
25 CVn
Theta 01 Mic
Sigma Aqr
HD   5015
Kappa CrB
HD  93194
u Her
e Lup
HD  47667
B Vel
4 UMi
42 Dra
139 Tau
15 Ori
D01 Car
104 Aqr
HD  20468
29 Vul
G Cen
HD  92938
58 And
V U Hya
Sigma Ser
Upsilon Dra
52 Her
Nu 01 Sgr
Omicron Col
g Dra
HD 161840
30 Cyg
60 Sgr
Kappa 01 Cet
w Pup
Epsilon Crt
Omega And
A Pup
Theta Dor
Upsilon 01 Cas
r Vel
b And
Eta Sct
Pi Ser
15 CMa
e UMa
HD 173780
d Boo
HD  12055
d01 Pup
Zeta Hyi
HD  20336
HD  91190
Mu Psc
58 Leo
Eta Cap
36 UMa
47 Tau
55 Cyg
Nu Peg
Epsilon Cet
h Her
27 Lyn
HD 151613
ksi CrB
ksi Vir
ksi01 Cen
Psi Sgr
d Per
HD  59612
1 Cas
HD 114613
8 And
Eta Gru
Rho Gru
HD  93607
56 Cet
Kappa Tuc
20 Boo
Epsilon Cir
74 Oph
132 Tau
Mu Aur
HD 163145
e02 Car
Nu Cet
27 Psc
126 Tau
Q Vel
f Sgr
31 Boo
HD 172910
HD 115211
58 Oph
Tau Cas
Lambda Tel
HD  19275
Lambda Col
12 Lyn
39 Eri
Delta Tri
k Sco
Epsilon CrA
1 Aur
Sigma Cas
9 Hya
g Gem
Rho Pav
o Tau
15 Eri
HD 163376
48 Lib
Rho Vir
ksi And
HD  85859
10 Lac
6 Cet
70 Aql
Zeta Ari
Zeta Ind
Nu Cas
Rho Cet
Delta Pyx
L01 Pup
15 Cyg
HD  92036
h Dra
Y Vel
HD 143699
Zeta Pyx
Epsilon Sct
72 Cyg
42 Her
Omicron Gem
Iota Tel
Psi 10 Aur
HD  44131
37 Com
Omega For
Rho Peg
63 Aur
46 Cet
HD 103079
35 Com
Alpha Mic
Eta Aps
Zeta TrA
V VV Cep
45 Eri
12 Per
Phi Hya
69 Aql
b Ori
i Lup
60 Her
p Cen
30 Vul
HD 102365
134 Tau
V AR Cas
V ET Vir
Psi 01 Aur
Epsilon Cha
HD  32309
e Boo
Delta Lib
HD 115004
Tau PsA
V T Cyg
c02 Cen
20 Mon
Psi Cyg
HD 175535
b01 Car
HD 125628
HD 114837
17 Lep
Lambda Lyr
78 Peg
HD  91496
39 Cru
H Pup
c Boo
b02 Cyg
g Vel
27 Mon
Delta Hor
78 UMa
V Pup
24 Per
54 Per
Gamma CrA A
HD 101570
Tau And
Q Car
Iota Tri
31 Com
Kappa Psc
6 Dra
l Vel
Chi Gem
Omega Aur
Pi Cas
15 Lac
n Tau
o Vir
HD  85951
3 Cet
140 Pup
Pi 01 Boo
11 Lib
Epsilon Lib
ksi Tel
HD  84117
Mu Nor
Chi 01 Hya
m Hya
Psi Sco
Kappa Nor
22 Cyg
Omega 02 Tau
HD  10307
Omega 01 Cyg
HD  51799
f01 Ori
Psi Hya
Psi 01 Ori
V CL Dra
7 Com
V V424 Lac
106 Her
14 Com
Phi Tau
HD  37756
Rho Aql
4 Dra
Eta UMi
12 Vul
Psi And
l Per
Kappa Aql
Tau Leo
3 Mon
Theta UMi
V VZ Cam
42 Lib
d Sgr
HD 189276
24 Sco
HD  57821
Delta 01 Tel
Nu Phe
c Vir
95 Her A
89 Vir
HD 102839
75 Tau
ksi Leo
o Per
Phi Gem
Iota Ret
b03 Cyg
l Hya
ksi Col
2 Cyg
V KQ Pup
104 Her
V ET UMa
V R Hya
Omega Hya
Phi Cas
14 Ari
a Hya
32 Oph
1 Sgr
72 Peg
70 Vir
HD  21278
V BH CVn
29 CMa
b Dra
4 Cas
1 Lyn
Psi 03 Aqr
Chi And
L Car
17 Cyg
Omega Cas
54 Dra
24 Lyn
Iota CrB
19 Mon
Gamma 01 Nor
c Leo
ksi Aur
Epsilon CMi
111 Tau
HD  10550
HD  72127
V Y CVn
HD 190056
20 Pup
Upsilon PsA
Nu 02 Sgr
HD 143009
56 UMa
HD  50235
Sigma Aur
Beta Hor
16 Com
HD 106760
HD 143787
10 Leo
F Cen
Nu 01 Lup
15 Dra
HD  92523
HD 166208
9 Aur
Zeta Sge
m Tau
9 Vul
HD  98993
Eta Tuc
Delta For
V V656 Her
51 Gem
Mu CMa A
HD  24480
68 Cyg
23 Ori
Omega 01 Aqr
V V509 Cas
HD  79186
32 Vul
V CU Vir
9 Boo
m Vir
31 Peg
Zeta Scl
L Vel
b Gem
f Aql
Kappa Hyi
74 Cyg
HD  43445
212 Pup
Theta PsA
C Vel
16 Lyr
Eta 02 Dor
HD  29573
Q Cen
HD  82734
HD  32436
Nu 02 Boo
6 CVn
Nu 01 Boo
11 UMi
Psi 04 Aur
14 Aur
30 Dra
Theta Col
Psi 07 Aur
Rho Oph A
t Vel
4 Aql
Omicron Pav
g Sgr
10 Tri
e Oph
Eta 02 Pic
b Tau
31 Per
41 And
60 Eri
2 Mon
HD  20123
HD  56779
V V810 Cen
Chi 01 Sgr
e Aql
36 Dra
19 Aur
d Cyg
Kappa Aqr
22 And
Kappa Ari
Lambda Lib
46 UMa
57 Gem
HD 153613
HD  24479
16 Cep
HD 131120
q02 Eri
35 Dra
HD 223274
4 Pup
19 Psc
k Ori
g Per
g Her
HD  41312
Kappa Cha
b Her
51 Her
c Dra
56 Cyg
14 Peg
28 Vul
53 Vir
18 Crt
Lambda Cep
3 Cam
Kappa Del
HD  33564
HD  73752
f Dra
Eta Tel
7 Psc
Iota Ind
Iota 01 Mus
Gamma Sex
47 UMa
HD  56169
HD 169305
e Cyg
64 Gem
Beta Cae
HD  67582
HD  42540
f Gem
HD  42690
98 Her
Kappa Hya
5 Ser
Chi Aqr
HD  62644
Nu Dor
94 Cet
10 Mon
Epsilon Aps
77 Peg
HD 186155
e02 Sgr
CD-24  3023
t Pup
K Cen
47 Psc
HD  25291
17 Vul
HD  49331
Sigma 01 Tau
Delta Cae
64 Psc
HD 124367
7 CrB A
V OV Cep
e Tau
36 Oph A
HD  30338
HD  34310
Lambda Hyi
Phi Aur
HD  70514
6 Leo
Delta 02 Tel
94 Aqr
HD 154948
HD  99803
Mu Cap
66 Peg
HD 155410
31 Cep
t01 Car
48 Leo
13 Lac
u Vel
HD  63465
ksi01 Sgr
16 Peg
44 Hya
50 Hya
49 UMa
HD  87783
p Ori
41 LMi
HD   3240
Phi Peg
Lambda Crt
Beta Sex
N Pup
F Vel
28 Tau
15 LMi
Alpha Men
63 Ari
HD 116713
18 Aql
Beta 03 Tuc
HD  21447
Kappa TrA
c Cap
V BD Cam
r Cen
23 Aql
Iota Ari
Upsilon Cap
Eta Sge
HD  46487
101 Her
L02 Pup
29 Psc
44 UMa
f Vel
HD  59219
Epsilon Oct
56 Gem
i Tau
2 And
HD 126248
HD 175156
d Aqr
Mu 02 Gru
HD 168592
6 Com
BD+80   125
I Vel
CPD-64  1657
Omicron Aql
Mu CrB
47 Eri
12 Pup
Mu Hor
V II Hya
21 Per
Iota Mic
i Eri
n Per
HD  83979
75 Cyg
Epsilon Dor
Phi Phe
Pi PsA
b Ser
Theta Cir
Gamma 01 Oct
Nu Mic
19 Cep
48 Cet
HD  80108
38 UMa
68 Eri
BD+09  2882A
r Her
Mu Lyr
57 Peg
t Her
V AD Cet
70 Her
HD 157243
27 Com
V T Cet
37 Aql
Phi 02 Pav
53 Dra
r Tau
43 Cam
87 Her
8 Cnc
66 Eri
19 Cyg
HD  82984
V NO Vel
Lambda CrA
z02 Car
37 Cet
HD  71115
65 Aur
HD 109536
c UMa
47 Aqr
59 Dra
V NU Pav
HD  52960
V V428 And
HD 145250
25 Mon
HD 136064
Pi Phe
V LP TrA
Lambda Dor
Chi Cnc
ksi Cnc
Sigma 01 UMa
HD 209945
Chi Phe
Omega Pav
42 Cam
Pi Gem
HD 171391
64 Ori
HD  43827
23 Cyg
19 LMi
X Pup
s Tau
HD 170680
Zeta CMi
Upsilon Vir
23 Car
HD  55526
Theta Nor
HD 107418
Phi For
V CO Cam
Alpha Oct
i Her
46 Cen
p Vir
21 CVn
HD 101189
4 Cyg
Upsilon Pav
HD 101021
Mu Ara
21 Aql
HD 104731
29 Per
z Cen
22 Vul
HD 133340
47 Hya
HD  46184
14 Tri
35 Lyn
36 Lib
Zeta 02 Mus
HD 135345
b02 Car
Mu Ind
M Car
f Her
37 UMa
b Aql
4 Vul
1 Aqr
HD 170642
Rho Tel
Beta Equ
HD  15920
59 Peg
C Car
D Vel
f Psc
Sigma Peg
H Cen
g Psc
HD 163755
27 UMa
Tau 01 Ser
9 Pup
HD 138764
Eta Cir
17 Del
Kappa Tel
W Pup
HD 185351
HD  71510
Mu Cas
O Pup
HD  39640
78 Dra
ksi Eri
HD   2421
10 Ser
HD  18331
12 Mus
HD  53501
i Per
V V460 Car
Mu Col
Sigma Aql
V V386 Car
35 Cyg
HD  99453
Omega Gem
13 Com
Eta Crt
38 Ari
42 Cap
HD  33554
HD  92787
Rho And
75 Leo
3 Vul
V DU Lyn
125 Tau
2 PsA
Iota Scl
HD 105340
Sigma Phe
6 Cep
6 Pup
i03 Aqr
V FZ Vel
21 Vul
42 Cas
HD 141653
64 And
HD   2696
30 Cep
g Ori
49 Vir
HD  48217
HD  26764
25 Cyg
Phi 02 Cet
66 Aur
Gamma Men
73 Dra
C Pup
71 Ori
41 Tau
Theta Vol
HD 148291
HD  70556
V WZ Dor
Kappa For
97 Aqr
44 Lyn
V R Ser
HD  74067
Sigma 03 Cnc
18 Lyn
HD 131342
V R Sct
10 CMa
Psi 03 Aur
13 Cet
Nu Lib
2 Dra
Omicron 01 Cnc
HD  52666
Nu 01 CrB
31 Cam
77 Ori
Upsilon Aqr
Zeta Hor
b Lup
h Vir
HD  68217
67 UMa
HD  41335
HD  75605
V V416 Lac
d Ser
Delta Sex
Zeta Crv
Upsilon Phe
26 Gem
5 Lyn
61 Pic
Rho 02 Cnc
Alpha Com A
60 Ori
Chi Sco
14 And
HD  99322
19 Aql
HD  26793
Psi 06 Aur
26 Crt
HD 151804
HD  44951
d02 Vir
57 Vir
16 Vul
Pi Ari
e Vir
49 Cas
HD 176051
63 Gem
Tau Cap
Rho Phe
HD  97583
20 Eri
17 Lyr
HD  63578
26 Dra
HD  93549
